"playerID","HallOfFame_years_on_ballot","HallOfFame_max_ballots_cast","HallOfFame_max_needed","HallOfFame_max_votes","HallOfFame_inducted","birthYear","birthMonth","birthDay","birthCountry","birthState","birthCity","deathYear","deathMonth","deathDay","deathCountry","deathState","deathCity","nameFirst","nameLast","nameGiven","weight","height","bats","throws","debut","finalGame","retroID","bbrefID","Batting_total_seasons","Batting_total_teams","Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Fielding_G","Fielding_GS","Fielding_InnOuts","Fielding_PO","Fielding_A","Fielding_E","Fielding_DP","Fielding_PB","Fielding_WP","Fielding_SB","Fielding_CS","Awards_PitchingTripleCrown","Awards_TripleCrown","Awards_BaseballMagazineAllStar","Awards_MostValuablePlayer","Awards_TSNAllStar","Awards_TSNGuideMVP","Awards_TSNMajorLeaguePlayerOfTheYear","Awards_TSNPitcherOfTheYear","Awards_TSNPlayerOfTheYear","Awards_RookieOfTheYear","Awards_BabeRuthAward","Awards_LouGehrigMemorialAward","Awards_WorldSeriesMVP","Awards_CyYoungAward","Awards_GoldGlove","Awards_FiremanOfTheYear","Awards_AlLStarGameMVP","Awards_HutchAward","Awards_RobertoClemnteAward","Awards_RolaidsReliefManAward","Awards_NLCSMVP","Awards_ALCSMVP","Awards_SilverSluger","Awards_BranchRickeyAward","Awards_HankAaronAward","Awards_TSNReliverOfTheYear","Awards_ComebackPlayerOfTheYear","Awards_OutstandingDHAward","Awards_RelieverOfTheYear","AllstarGames","position","position.c","position.1b","position.2b","position.3b","position.ss","position.lf","position.cf","position.rf","Batting_1B","Batting_Average","Slugging","OPS","ISO","wOBA","R.perAB","H.perAB","singles.perAB","doubles.perAB","triples.perAB","HR.perAB","RBI.perAB","SB.perAB","CS.perAB","BB.perAB","SO.perAB","IBB.perAB","HBP.perAB","SH.perAB","SF.perAB","GIDP.perAB","TotalAllStarAwards"
"leema02",0,0,0,0,"N",1965,6,17,"D.R.","San Pedro de Macoris","San Pedro de Macoris",NA,NA,NA,"","","","Manuel","Lee","Manuel Lora",145,70,"B","R","1985-04-10",1995-04-26,"lee-m001","leema02",11,3,922,2693,304,686,88,20,19,249,31,20,201,531,5,4,43,19,67,913,774,20920,1444,2232,87,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,559,0.254734496843669,0.323431117712588,0.305450805622215,0.0686966208689194,0.127697184065934,0.112885258076495,0.254734496843669,0.20757519494987,0.032677311548459,0.00742666171555886,0.00705532862978091,0.0924619383587078,0.0115113256591162,0.00742666171555886,0.0746379502413665,0.197177868548088,0.00185666542888971,0.00148533234311177,0.0159673226884515,0.00705532862978091,0.0248793167471222,0
"curtich01",0,0,0,0,"N",1968,11,6,"USA","IN","Marion",NA,NA,NA,"","","","Chad","Curtis","Chad David",175,70,"R","R","1992-04-08",2001-09-30,"curtc001","curtich01",10,6,1204,4017,648,1061,195,16,101,461,212,98,510,676,11,40,34,49,102,1144,1011,27481,2484,74,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cf",0,0,0,0,0,0,1,0,749,0.264127458302216,0.396066716455066,0.349003466204506,0.13193925815285,0.200999609120521,0.161314413741598,0.264127458302216,0.186457555389594,0.0485436893203883,0.00398307194423699,0.025143141647996,0.114762260393328,0.0527757032611402,0.0243963156584516,0.126960418222554,0.168284789644013,0.00273836196166293,0.00995767986059248,0.00846402788150361,0.0121981578292258,0.0253920836445108,0
"herzobu01",1,262,197,1,"N",1885,7,9,"USA","MD","Baltimore",1953,9,4,"USA","MD","Baltimore","Buck","Herzog","Charles Lincoln",160,71,"R","R","1908-04-17",1920-09-09,"herzb101","herzobu01",13,4,1493,5284,705,1370,191,75,20,445,312,53,427,307,0,120,216,0,0,1471,0,0,2804,3949,407,508,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,1084,0.259273277819833,0.335162755488266,0.328760075458755,0.075889477668433,0.151519499228263,0.133421650264951,0.259273277819833,0.205147615442846,0.0361468584405753,0.0141937925813777,0.00378501135503407,0.0842165026495079,0.0590461771385314,0.0100302800908403,0.0808099924299773,0.0580999242997729,0,0.0227100681302044,0.0408781226343679,0,0,2
"cuthbne01",0,0,0,0,"N",1845,6,20,"USA","PA","Philadelphia",1905,2,6,"USA","MO","St. Louis","Ned","Cuthbert","Edgar Edward",140,66,"R","R","1871-05-20",1884-09-04,"cuthn101","cuthbne01",10,8,452,2113,453,537,74,17,8,179,69,9,65,35,0,0,0,0,0,456,0,0,820,63,172,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,438,0.254141031708471,0.316611452910554,0.276400367309458,0.0624704212020823,0.101964370982553,0.214387127307146,0.254141031708471,0.20728821580691,0.0350212967345007,0.00804543303360152,0.00378608613345954,0.0847136772361571,0.0326549929010885,0.00425934690014198,0.0307619498343587,0.0165641268338855,0,0,0,0,0,0
"johnsji01",0,0,0,0,"N",1889,12,10,"USA","TN","Cleveland",1967,2,14,"USA","TN","Chattanooga","Jimmy","Johnston","James Harle",160,70,"R","R","1911-05-03",1926-09-11,"johnj107","johnsji01",13,5,1377,5070,754,1493,185,75,22,410,169,83,391,246,0,20,147,0,0,1272,0,0,2539,2357,290,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3b",0,0,0,1,0,0,0,0,1211,0.294477317554241,0.373570019723866,0.347381864623244,0.0790927021696253,0.14492315270936,0.148717948717949,0.294477317554241,0.238856015779093,0.0364891518737673,0.014792899408284,0.00433925049309665,0.0808678500986193,0.0333333333333333,0.016370808678501,0.077120315581854,0.0485207100591716,0,0.00394477317554241,0.0289940828402367,0,0,0
"gibsoki01",1,515,387,13,"N",1957,5,28,"USA","MI","Pontiac",NA,NA,NA,"","","","Kirk","Gibson","Kirk Harold",215,75,"L","L","1979-09-08",1995-08-10,"gibsk001","gibsoki01",17,4,1635,5798,985,1553,260,54,255,870,284,78,718,1285,72,61,23,56,72,1239,1183,31227,2523,41,63,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,984,0.26785098309762,0.463263194204898,0.351575456053068,0.195412211107278,0.23329373571102,0.169886167644015,0.26785098309762,0.169713694377372,0.0448430493273543,0.00931355639875819,0.0439806829941359,0.150051741979993,0.0489824077268023,0.0134529147982063,0.123835805450155,0.221628147637116,0.0124180751983443,0.0105208692652639,0.00396688513280441,0.00965850293204553,0.0124180751983443,0
"mcfared01",0,0,0,0,"N",1873,8,3,"USA","OH","Cleveland",1959,11,28,"USA","OH","Cleveland","Ed","McFarland","Edward William",180,70,"R","R","1893-07-07",1908-06-26,"mcfae101","mcfared01",14,5,894,3007,398,826,146,49,13,383,65,0,254,19,0,18,85,0,0,849,0,0,3189,1036,151,73,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,618,0.274692384436315,0.368806119055537,0.334858188472095,0.0941137346192218,0.163219701128393,0.132357831725973,0.274692384436315,0.205520452278018,0.0485533754572664,0.0162953109411373,0.00432324575989358,0.127369471233788,0.0216162287994679,0,0.0844695710009977,0.00631858995676754,0,0.00598603259062188,0.0282673761223811,0,0,0
"grammal01",0,0,0,0,"N",1926,4,3,"USA","AL","Birmingham",NA,NA,NA,"","","","Alex","Grammas","Alexander Peter",175,72,"R","R","1954-04-13",1963-09-29,"grama101","grammal01",10,3,913,2073,236,512,90,10,12,163,17,14,206,192,22,15,41,13,56,894,635,17078,1206,1931,101,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,400,0.246985045827303,0.317414375301495,0.317728651928912,0.070429329474192,0.144014004376368,0.113844669561023,0.246985045827303,0.192957067052581,0.0434153400868307,0.00482392667631452,0.00578871201157742,0.0786300048239267,0.00820067534973468,0.00675349734684033,0.0993728895320791,0.0926193921852388,0.0106126386878919,0.00723589001447178,0.0197780993728895,0.00627110467920888,0.0270139893873613,0
"gilesbr02",1,549,412,0,"N",1971,1,20,"USA","CA","El Cajon",NA,NA,NA,"","","","Brian","Giles","Brian Stephen",195,71,"L","L","1995-09-16",2009-06-18,"gileb002","gilesbr02",15,3,1847,6527,1121,1897,411,55,287,1078,109,45,1183,835,114,51,4,70,160,1766,1720,45517,3439,95,71,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"rf",0,0,0,0,0,0,0,1,1144,0.290638884633063,0.502374751034166,0.399821223343123,0.211735866401103,0.27086525852015,0.171748123180634,0.290638884633063,0.175271947295848,0.0629692048414279,0.008426535927685,0.0439711965681017,0.165160104182626,0.0166998621112303,0.00689443848628773,0.181247127317297,0.127930136356672,0.0174659108319289,0.00781369695112609,0.000612838976558909,0.0107246820897809,0.0245135590623564,0
"kinerra01",13,396,297,273,"Y",1922,10,27,"USA","NM","Santa Rita",2014,2,6,"USA","CA","Rancho Mirage","Ralph","Kiner","Ralph McPherran",195,74,"R","R","1946-04-16",1955-09-25,"kiner101","kinerra01",10,3,1472,5205,971,1451,216,39,369,1015,22,2,1011,749,1,24,9,7,126,1440,226,5928,3431,109,91,73,0,0,0,0,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"lf",0,0,0,0,0,1,0,0,827,0.278770413064361,0.547934678194044,0.397951016487914,0.269164265129683,0.304273871277618,0.186551392891451,0.278770413064361,0.158885686839577,0.0414985590778098,0.00749279538904899,0.0708933717579251,0.195004803073967,0.00422670509125841,0.000384245917387128,0.194236311239193,0.143900096061479,0.000192122958693564,0.00461095100864553,0.00172910662824207,0.00134486071085495,0.0242074927953891,9
"obriepe03",0,0,0,0,"N",1958,2,9,"USA","CA","Santa Monica",NA,NA,NA,"","","","Pete","O'Brien","Peter Michael",185,73,"L","L","1982-09-03",1993-07-20,"obrip001","o'bripe03",12,3,1567,5437,654,1421,254,21,169,736,24,34,641,563,77,7,15,68,133,1438,1329,35631,11737,1067,83,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1b",0,1,0,0,0,0,0,0,977,0.261357366194593,0.409049107963951,0.336258735576142,0.147691741769358,0.196315108624095,0.120286922935442,0.261357366194593,0.179694684568696,0.0467169394886886,0.00386242413095457,0.0310833180062534,0.135368769542027,0.00441419900680522,0.00625344859297407,0.117895898473423,0.103549751701306,0.0141622218135001,0.00128747471031819,0.00275887437925326,0.0125068971859481,0.0244620194960456,0
"dahlebi01",2,262,197,1,"N",1870,1,5,"USA","NY","Nelliston",1950,12,5,"USA","NY","Brooklyn","Bill","Dahlen","William Frederick",180,69,"R","R","1891-04-22",1911-10-12,"dahlb102","dahlebi01",21,4,2443,9031,1589,2457,413,163,84,1233,547,0,1064,269,0,140,155,0,0,2432,0,0,5353,8133,1080,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,1797,0.272062894474588,0.381796035876426,0.357694186614558,0.109733141401838,0.191463468490474,0.175949507252796,0.272062894474588,0.198981286679216,0.0457313697264976,0.0180489425312811,0.00930129553759274,0.136529730926808,0.0605691507031337,0,0.117816410142841,0.0297862916620529,0,0.0155021592293212,0.0171631048610342,0,0,0
"harpebr01",0,0,0,0,"N",1959,10,16,"USA","CA","Los Angeles",NA,NA,NA,"","","","Brian","Harper","Brian David",195,74,"R","R","1979-09-29",1995-04-29,"harpb001","harpebr01",16,7,1001,3151,339,931,186,7,63,428,8,17,133,188,27,44,15,43,107,824,724,18859,3780,288,61,37,55,179,521,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,675,0.295461758172009,0.418914630276103,0.328685849896173,0.123452872104094,0.162957236842105,0.107584893684545,0.295461758172009,0.214217708663916,0.0590288797207236,0.00222151697873691,0.0199936528086322,0.135829895271342,0.0025388765471279,0.00539511266264678,0.0422088225960013,0.0596635988575056,0.00856870834655665,0.0139638210092034,0.0047603935258648,0.0136464614408124,0.0339574738178356,0
"duffyhu01",6,274,206,77,"Y",1866,11,26,"USA","RI","Cranston",1954,10,19,"USA","MA","Boston","Hugh","Duffy","Hugh",168,67,"R","R","1888-06-23",1906-04-13,"duffh101","duffyhu01",17,6,1737,7042,1552,2282,325,119,106,1302,574,0,662,211,0,29,94,0,0,1726,0,0,3445,345,247,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cf",0,0,0,0,0,0,1,0,1732,0.324055666003976,0.449162169838114,0.38445622656149,0.125106503834138,0.188750109918531,0.220391934109628,0.324055666003976,0.245952854302755,0.0461516614598126,0.0168986083499006,0.0150525418915081,0.184890656063618,0.0815109343936382,0,0.0940073842658336,0.0299630786708322,0,0.00411814825333712,0.0133484805452996,0,0,0
"masiph01",0,0,0,0,"N",1916,1,6,"USA","IL","Chicago",1990,3,29,"USA","IL","Mount Prospect","Phil","Masi","Philip Samuel",177,70,"R","R","1939-04-23",1952-08-17,"masip101","masiph01",14,3,1229,3468,420,917,164,31,47,417,45,1,410,311,0,10,58,0,107,1128,0,0,3884,512,76,72,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"c",1,0,0,0,0,0,0,0,675,0.26441753171857,0.370242214532872,0.343878600823045,0.105824682814302,0.181930812757202,0.121107266435986,0.26441753171857,0.194636678200692,0.0472895040369089,0.00893886966551326,0.0135524798154556,0.120242214532872,0.0129757785467128,0.000288350634371396,0.118223760092272,0.089677047289504,0,0.00288350634371396,0.0167243367935409,0,0.0308535178777393,1
"youngpe01",1,266,200,1,"N",1907,8,29,"USA","NC","Jamestown",1962,1,14,"USA","NC","Jamestown","Pep","Young","Lemuel Floyd",162,69,"R","R","1933-04-25",1945-09-30,"younp101","youngpe01",10,3,730,2466,274,645,128,34,32,347,18,0,152,312,0,12,38,0,51,670,0,0,1503,1984,140,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,451,0.261557177615572,0.379967558799676,0.307604562737643,0.118410381184104,0.1667136121673,0.111111111111111,0.261557177615572,0.182887266828873,0.0519059205190592,0.0137875101378751,0.0129764801297648,0.140713706407137,0.0072992700729927,0,0.0616382806163828,0.126520681265207,0,0.0048661800486618,0.0154095701540957,0,0.0206812652068127,0
"russejo02",0,0,0,0,"N",1961,1,5,"USA","OK","Oklahoma City",NA,NA,NA,"","","","John","Russell","John William",200,72,"R","R","1984-06-22",1993-10-02,"russj002","russejo02",10,3,448,1087,113,245,50,3,34,129,3,3,84,355,7,6,2,10,26,357,260,7207,1256,100,31,21,30,72,201,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,158,0.225390984360626,0.370745170193192,0.282224094355518,0.145354185832567,0.179088474576271,0.103955841766329,0.225390984360626,0.145354185832567,0.0459981600735971,0.00275988960441582,0.031278748850046,0.11867525298988,0.00275988960441582,0.00275988960441582,0.0772769089236431,0.326586936522539,0.00643974241030359,0.00551977920883165,0.00183992640294388,0.00919963201471941,0.0239190432382705,0
"ofarrbo01",3,269,202,4,"N",1896,10,19,"USA","IL","Waukegan",1988,2,20,"USA","IL","Waukegan","Bob","O'Farrell","Robert Arthur",180,69,"R","R","1915-09-05",1935-09-23,"ofarb101","o'farbo01",21,4,1492,4101,517,1120,201,58,51,549,35,7,547,408,0,11,83,0,11,1338,0,0,4295,980,130,101,54,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,810,0.273104120946111,0.387710314557425,0.360163125134149,0.114606193611314,0.196104314230522,0.126066812972446,0.273104120946111,0.197512801755669,0.0490124359912217,0.0141428919775664,0.0124359912216533,0.13386978785662,0.00853450377956596,0.00170690075591319,0.133382101926359,0.099487929773226,0,0.00268227261643502,0.0202389661058278,0,0.00268227261643502,3
"mcraeha01",1,423,318,0,"N",1945,7,10,"USA","FL","Avon Park",NA,NA,NA,"","","","Hal","McRae","Harold Abraham",180,71,"R","R","1968-07-11",1987-07-17,"mcrah001","mcraeha01",19,2,2084,7218,940,2091,484,66,191,1097,109,78,648,779,69,79,28,85,186,516,475,11836,887,84,41,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,"lf",0,0,0,0,0,1,0,0,1350,0.289692435577722,0.454419506788584,0.35093399750934,0.164727071210862,0.213483105137546,0.130229980604045,0.289692435577722,0.187032418952618,0.0670545857578276,0.00914380714879468,0.0264616237184816,0.151981158215572,0.015101136048767,0.0108063175394846,0.0897755610972569,0.107924632862289,0.00955943474646717,0.0109448600720421,0.00387919091160986,0.0117761152673871,0.0257689110556941,3
"manniri01",0,0,0,0,"N",1954,9,2,"USA","NY","Niagara Falls",NA,NA,NA,"","","","Rick","Manning","Richard Eugene",180,73,"L","R","1975-05-23",1987-10-04,"mannr001","manniri01",13,2,1555,5248,664,1349,189,43,56,458,168,78,471,616,33,9,61,43,104,1508,1353,36768,3831,71,58,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cf",0,0,0,0,0,0,1,0,1061,0.257050304878049,0.341463414634146,0.316929474961012,0.0844131097560976,0.144701603346114,0.126524390243902,0.257050304878049,0.202172256097561,0.0360137195121951,0.00819359756097561,0.0106707317073171,0.0872713414634146,0.0320121951219512,0.0148628048780488,0.0897484756097561,0.117378048780488,0.00628810975609756,0.00171493902439024,0.0116234756097561,0.00819359756097561,0.0198170731707317,0
"whitefr01",1,470,353,18,"N",1950,9,4,"USA","MS","Greenville",NA,NA,NA,"","","","Frank","White","Frank",165,71,"R","R","1973-06-12",1990-09-30,"whitf001","whitefr01",18,1,2324,7859,912,2006,407,58,160,886,178,83,412,1035,27,30,101,65,156,2323,2151,56379,4942,6626,205,1459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,"2b",0,0,1,0,0,0,0,0,1381,0.255248759384146,0.382873139076218,0.292612957207746,0.127624379692073,0.162744669624655,0.116045298384018,0.255248759384146,0.175722102048607,0.0517877592569029,0.00738007380073801,0.020358824277898,0.11273698943886,0.0226491920091615,0.0105611400941596,0.0524239725155872,0.131696144547652,0.00343555159689528,0.00381727955210587,0.0128515078254231,0.00827077236289604,0.0198498536709505,1
"kellyro01",0,0,0,0,"N",1964,10,1,"Panama","Panama","Panama",NA,NA,NA,"","","","Roberto","Kelly","Roberto Conrado",180,74,"R","R","1987-07-29",2000-04-18,"kellb002","kellyro01",14,8,1337,4797,687,1390,241,30,124,585,235,84,317,862,16,49,22,41,113,1283,1202,31882,2896,57,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"cf",0,0,0,0,0,0,1,0,995,0.2897644361059,0.430060454450698,0.337432744043044,0.140296018344799,0.182486314572089,0.143214509068168,0.2897644361059,0.207421304982281,0.0502397331665624,0.00625390869293308,0.0258494892641234,0.121951219512195,0.0489889514279758,0.0175109443402126,0.0660829685219929,0.179695643110277,0.00333541796956431,0.0102147175317907,0.00458619970815093,0.00854700854700855,0.0235563894100479,0
"sandere02",1,569,427,0,"N",1967,12,1,"USA","SC","Florence",NA,NA,NA,"","","","Reggie","Sanders","Reginald Laverne",180,72,"R","R","1991-08-22",2007-07-29,"sandr002","sandere02",17,8,1777,6241,1037,1666,341,60,305,983,304,115,674,1614,49,71,14,43,121,1677,1610,41907,3335,102,68,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"rf",0,0,0,0,0,0,0,1,960,0.266944399935908,0.487421887518026,0.343007540190639,0.220477487582118,0.24913123209169,0.166159269347861,0.266944399935908,0.153821502964269,0.0546386796987662,0.00961384393526678,0.0488703733376062,0.157506809806121,0.0487101426053517,0.0184265342092613,0.107995513539497,0.258612401858677,0.00785130588046787,0.0113763819900657,0.00224323025156225,0.0068899214869412,0.019387918602788,1
"lemkema01",0,0,0,0,"N",1965,8,13,"USA","NY","Utica",NA,NA,NA,"","","","Mark","Lemke","Mark Alan",167,70,"B","R","1988-09-17",1998-05-25,"lemkm001","lemkema01",11,2,1069,3230,349,795,125,15,32,270,11,19,348,341,48,0,56,30,94,1039,881,24036,1760,2671,73,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,623,0.246130030959752,0.323839009287926,0.31679600886918,0.0777089783281734,0.144008258426966,0.108049535603715,0.246130030959752,0.192879256965944,0.0386996904024768,0.00464396284829721,0.00990712074303406,0.0835913312693498,0.00340557275541796,0.00588235294117647,0.107739938080495,0.105572755417957,0.0148606811145511,0,0.0173374613003096,0.00928792569659443,0.0291021671826625,0
"riggsle01",0,0,0,0,"N",1910,4,22,"USA","NC","Mebane",1975,8,12,"USA","NC","Durham","Lew","Riggs","Lewis Sidney",175,72,"L","R","1934-04-28",1946-04-16,"riggl101","riggsle01",10,3,760,2477,298,650,110,43,28,271,22,0,181,140,0,17,37,0,44,635,0,0,622,1226,108,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"3b",0,0,0,1,0,0,0,0,469,0.262414210738797,0.375454178441663,0.317009345794393,0.113039967702866,0.167079327102804,0.120306822769479,0.262414210738797,0.189341945902301,0.0444085587404118,0.0173597093257973,0.0113039967702866,0.10940654016956,0.00888171174808236,0,0.0730722648364958,0.0565199838514332,0,0.00686314089624546,0.0149374243035931,0,0.0177634234961647,0
"fletcel01",0,0,0,0,"N",1916,3,18,"USA","MA","Milton",1994,3,9,"USA","MA","Milton","Elbie","Fletcher","Elburt Preston",180,72,"L","L","1934-09-16",1949-10-02,"flete101","fletcel01",12,2,1415,4879,723,1323,228,58,79,616,32,0,851,495,0,42,54,0,97,1380,0,0,13237,975,107,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1b",0,1,0,0,0,0,0,0,958,0.27116212338594,0.390243902439024,0.383922383922384,0.119081779053085,0.216922972972973,0.148186103709777,0.27116212338594,0.196351711416274,0.046730887476942,0.0118876819020291,0.0161918425906948,0.126255380200861,0.00655872104939537,0,0.174420987907358,0.101455216232835,0,0.00860832137733142,0.0110678417708547,0,0.0198811231809797,0
"whitebi03",0,0,0,0,"N",1934,1,28,"USA","FL","Lakewood",NA,NA,NA,"","","","Bill","White","William DeKova",185,72,"L","L","1956-05-07",1969-09-24,"whitb105","whitebi03",13,4,1673,5972,843,1706,278,65,202,870,103,68,596,927,70,28,39,45,82,1629,1530,40802,13015,966,115,1160,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"1b",0,1,0,0,0,0,0,0,1161,0.285666443402545,0.455458807769591,0.35085077548562,0.169792364367046,0.208344665956475,0.141158740790355,0.285666443402545,0.194407233757535,0.0465505693235097,0.0108841259209645,0.0338245144005358,0.145679839249833,0.0172471533824514,0.0113864701942398,0.0997990622906899,0.155224380442063,0.0117213663764233,0.00468854655056932,0.0065304755525787,0.00753516409912927,0.0137307434695244,2
"drewjd01",0,0,0,0,"N",1975,11,20,"USA","FL","Tallahassee",NA,NA,NA,"","","","J. D.","Drew","David Jonathan",200,73,"L","R","1998-09-08",2011-09-28,"drewj001","drewj.01",14,4,1566,5173,944,1437,273,48,242,795,87,37,862,1137,52,55,19,44,84,1468,1384,36132,2847,70,49,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"rf",0,0,0,0,0,0,0,1,874,0.277788517301372,0.489464527353567,0.38376263449625,0.211676010052194,0.264586353173298,0.182485984921709,0.277788517301372,0.168954185192345,0.0527740189445196,0.0092789483858496,0.0467813647786584,0.153682582640634,0.0168180939493524,0.0071525227140924,0.166634448095882,0.219795089889813,0.0100521940846704,0.010632128358786,0.0036729170693988,0.0085057026870288,0.0162381596752368,1
"livinmi01",0,0,0,0,"N",1914,11,15,"USA","SC","Newberry",1983,4,3,"USA","TX","Houston","Mickey","Livingston","Thompson Orville",185,73,"R","R","1938-09-17",1951-09-20,"livim101","livinmi01",10,6,561,1490,128,354,56,9,19,153,7,0,144,141,0,13,18,0,43,497,0,0,1828,214,33,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,270,0.23758389261745,0.325503355704698,0.310261080752884,0.0879194630872483,0.156867638129933,0.0859060402684564,0.23758389261745,0.181208053691275,0.0375838926174497,0.00604026845637584,0.012751677852349,0.102684563758389,0.00469798657718121,0,0.0966442953020134,0.0946308724832215,0,0.0087248322147651,0.0120805369127517,0,0.0288590604026846,0
"hundlra01",1,374,281,0,"N",1942,6,1,"USA","VA","Martinsville",NA,NA,NA,"","","","Randy","Hundley","Cecil Randolph",170,71,"R","R","1964-09-27",1977-09-25,"hundr101","hundlra01",14,4,1061,3442,311,813,118,13,82,381,12,17,271,565,41,13,44,27,92,1026,951,25462,5765,493,61,65,54,229,396,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"c",1,0,0,0,0,0,0,0,600,0.236199883788495,0.349506101104009,0.292299493738343,0.113306217315514,0.152110452586207,0.0903544450900639,0.236199883788495,0.174317257408483,0.0342823939570017,0.00377687391051714,0.0238233585124927,0.110691458454387,0.00348634514816967,0.00493898895990703,0.078733294596165,0.164148750726322,0.0119116792562464,0.00377687391051714,0.0127832655432888,0.00784427658338176,0.0267286461359675,0
