"playerID","HallOfFame_years_on_ballot","HallOfFame_max_ballots_cast","HallOfFame_max_needed","HallOfFame_max_votes","HallOfFame_inducted","birthYear","birthMonth","birthDay","birthCountry","birthState","birthCity","deathYear","deathMonth","deathDay","deathCountry","deathState","deathCity","nameFirst","nameLast","nameGiven","weight","height","bats","throws","debut","finalGame","retroID","bbrefID","Batting_total_seasons","Batting_total_teams","Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Fielding_G","Fielding_GS","Fielding_InnOuts","Fielding_PO","Fielding_A","Fielding_E","Fielding_DP","Fielding_PB","Fielding_WP","Fielding_SB","Fielding_CS","Awards_PitchingTripleCrown","Awards_TripleCrown","Awards_BaseballMagazineAllStar","Awards_MostValuablePlayer","Awards_TSNAllStar","Awards_TSNGuideMVP","Awards_TSNMajorLeaguePlayerOfTheYear","Awards_TSNPitcherOfTheYear","Awards_TSNPlayerOfTheYear","Awards_RookieOfTheYear","Awards_BabeRuthAward","Awards_LouGehrigMemorialAward","Awards_WorldSeriesMVP","Awards_CyYoungAward","Awards_GoldGlove","Awards_FiremanOfTheYear","Awards_AlLStarGameMVP","Awards_HutchAward","Awards_RobertoClemnteAward","Awards_RolaidsReliefManAward","Awards_NLCSMVP","Awards_ALCSMVP","Awards_SilverSluger","Awards_BranchRickeyAward","Awards_HankAaronAward","Awards_TSNReliverOfTheYear","Awards_ComebackPlayerOfTheYear","Awards_OutstandingDHAward","Awards_RelieverOfTheYear","AllstarGames","position","position.c","position.1b","position.2b","position.3b","position.ss","position.lf","position.cf","position.rf","Batting_1B","Batting_Average","Slugging","OPS","ISO","wOBA","R.perAB","H.perAB","singles.perAB","doubles.perAB","triples.perAB","HR.perAB","RBI.perAB","SB.perAB","CS.perAB","BB.perAB","SO.perAB","IBB.perAB","HBP.perAB","SH.perAB","SF.perAB","GIDP.perAB","TotalAllStarAwards","debutYear"
"boggswa01",1,516,387,474,"Y",1958,6,15,"USA","NE","Omaha",NA,NA,NA,"","","","Wade","Boggs","Wade Anthony",190,74,"L","R",1982-04-10,1999-08-27,"boggw001","boggswa01",18,3,2440,9180,1513,3010,578,61,118,1014,24,35,1412,745,180,23,29,96,236,2285,2223,58402,2115,4304,232,472,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,"3b",0,0,0,1,0,0,0,0,2253,0.327886710239651,0.442701525054466,0.414993931472318,0.114814814814815,0.203958256575824,0.164814814814815,0.327886710239651,0.245424836601307,0.062962962962963,0.00664488017429194,0.0128540305010893,0.110457516339869,0.00261437908496732,0.00381263616557734,0.153812636165577,0.0811546840958606,0.0196078431372549,0.00250544662309368,0.00315904139433551,0.0104575163398693,0.0257080610021787,7,1982
"grubbjo01",0,0,0,0,"N",1948,8,4,"USA","VA","Richmond",NA,NA,NA,"","","","Johnny","Grubb","John Raymond",175,75,"L","R",1972-09-10,1987-09-28,"grubj001","grubbjo01",16,4,1424,4154,553,1153,207,29,99,475,27,33,566,558,41,36,32,35,74,1059,939,24664,2057,70,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"cf",0,0,0,0,0,0,1,0,818,0.277563793933558,0.412855079441502,0.366311834690044,0.135291285507944,0.206071663157895,0.133124699085219,0.277563793933558,0.196918632643235,0.0498314877226769,0.00698122291766972,0.0238324506499759,0.114347616754935,0.00649975926817525,0.00794415021665864,0.136254212806933,0.134328358208955,0.0098700048146365,0.00866634569090034,0.00770341839191141,0.00842561386615311,0.0178141550312951,0,1972
"eganto01",0,0,0,0,"N",1946,6,9,"USA","CA","Los Angeles",NA,NA,NA,"","","","Tom","Egan","Thomas Patrick",218,76,"R","R",1965-05-27,1975-06-15,"egant101","eganto01",10,2,373,979,74,196,25,3,22,91,2,1,80,336,4,9,11,5,23,355,287,7669,1863,171,27,24,50,95,212,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,146,0.200204290091931,0.299284984678243,0.265610438024231,0.0990806945863126,0.144759401309635,0.0755873340143003,0.200204290091931,0.149131767109295,0.0255362614913177,0.00306435137895812,0.0224719101123595,0.0929519918283963,0.00204290091930541,0.00102145045965271,0.0817160367722165,0.34320735444331,0.00408580183861083,0.00919305413687436,0.0112359550561798,0.00510725229826353,0.0234933605720123,0,1965
"redusga01",0,0,0,0,"N",1956,11,1,"USA","AL","Tanner",NA,NA,NA,"","","","Gary","Redus","Gary Eugene",180,73,"R","R",1982-09-07,1994-07-23,"redug001","redusga01",13,5,1159,3513,591,886,183,51,90,352,322,83,481,688,21,17,14,40,38,1015,871,22968,3146,192,58,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,562,0.25220609165955,0.41019072018218,0.34164403850901,0.15798462852263,0.219275086848635,0.168232280102477,0.25220609165955,0.159977227440934,0.0520922288642186,0.0145175064047822,0.0256191289496157,0.10019925989183,0.0916595502419584,0.0236265300313123,0.13692001138628,0.195844007970396,0.00597779675491033,0.00483916880159408,0.00398519783660689,0.0113862795331625,0.0108169655565044,0,1982
"higgibo02",1,581,436,0,"N",1970,8,18,"USA","PA","Philadelphia",NA,NA,NA,"","","","Bobby","Higginson","Robert Leigh",180,71,"L","R",1995-04-26,2005-05-05,"higgb001","higgibo02",11,1,1362,4910,736,1336,270,33,187,709,91,53,649,796,36,37,12,52,83,1273,1239,32632,2589,123,65,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,846,0.272097759674134,0.454786150712831,0.35800283286119,0.182688391038697,0.234175659301497,0.14989816700611,0.272097759674134,0.172301425661914,0.054989816700611,0.00672097759674134,0.0380855397148676,0.144399185336049,0.0185336048879837,0.0107942973523422,0.132179226069246,0.162118126272912,0.00733197556008147,0.00753564154786151,0.00244399185336049,0.0105906313645621,0.0169042769857434,0,1995
"randowi01",1,473,355,5,"N",1954,7,6,"USA","SC","Holly Hill",NA,NA,NA,"","","","Willie","Randolph","Willie Larry",165,71,"R","R",1975-07-29,1992-10-04,"randw001","randowi01",18,6,2202,8018,1239,2210,316,65,54,687,271,94,1243,675,37,38,99,64,218,2153,2109,56049,4859,6339,237,1547,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,"2b",0,0,1,0,0,0,0,0,1775,0.275629832876029,0.351459216762285,0.372850582078394,0.0758293838862559,0.175565730216599,0.154527313544525,0.275629832876029,0.221376901970566,0.0394113245198304,0.00810675979047144,0.00673484659516089,0.0856822150162135,0.0337989523571963,0.0117236218508356,0.155026191070092,0.0841855824395111,0.00461461711149913,0.004739336492891,0.012347218757795,0.00798204040907957,0.0271888251434273,3,1975
"wardga01",0,0,0,0,"N",1953,12,6,"USA","CA","Los Angeles",NA,NA,NA,"","","","Gary","Ward","Gary Lamell",195,74,"R","R",1979-09-03,1990-10-03,"wardg001","wardga01",12,4,1287,4479,594,1236,196,41,130,597,83,30,351,775,28,13,14,35,152,1150,1060,28120,2777,108,44,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"lf",0,0,0,0,0,1,0,0,869,0.275954454119223,0.425094887251619,0.3280032800328,0.149140433132396,0.185139216494845,0.132618888144675,0.275954454119223,0.194016521544988,0.0437597678053137,0.00915382897968296,0.0290243357892387,0.133288680509042,0.0185309220808216,0.00669792364367046,0.0783657066309444,0.173029694128154,0.0062513954007591,0.00290243357892387,0.00312569770037955,0.00781424425094887,0.0339361464612637,0,1979
"prattto02",0,0,0,0,"N",1967,2,9,"USA","NE","Bellevue",NA,NA,NA,"","","","Todd","Pratt","Todd Alan",195,75,"R","R",1992-07-29,2006-09-27,"pratt001","prattto02",14,4,662,1612,194,404,84,3,49,224,6,2,208,454,16,28,7,14,39,567,426,12098,3192,162,23,38,38,51,256,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,268,0.250620347394541,0.397642679900744,0.343716433941998,0.147022332506204,0.211839328277356,0.120347394540943,0.250620347394541,0.166253101736973,0.0521091811414392,0.00186104218362283,0.0303970223325062,0.138957816377171,0.00372208436724566,0.00124069478908189,0.129032258064516,0.281637717121588,0.00992555831265509,0.0173697270471464,0.0043424317617866,0.0086848635235732,0.0241935483870968,0,1992
"zaungr01",0,0,0,0,"N",1971,4,14,"USA","CA","Glendale",NA,NA,NA,"","","","Gregg","Zaun","Gregory Owen",170,70,"B","R",1995-06-24,2010-05-20,"zaung001","zaungr01",16,9,1232,3489,437,878,194,9,88,446,23,19,479,544,30,29,14,31,87,1071,910,24733,6137,420,88,60,51,70,651,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,587,0.25164803668673,0.388076812840355,0.344091360476663,0.136428776153626,0.20732356178089,0.125250788191459,0.25164803668673,0.168243049584408,0.0556033247348811,0.00257953568357696,0.0252221266838636,0.127830323875036,0.00659214674691889,0.00544568644310691,0.137288621381485,0.155918601318429,0.00859845227858985,0.00831183720263686,0.00401261106334193,0.00888506735454285,0.0249355116079106,0,1995
"palmede01",0,0,0,0,"N",1968,12,27,"USA","FL","Tallahassee",NA,NA,NA,"","","","Dean","Palmer","Dean William",175,73,"R","R",1989-09-01,2003-05-09,"palmd002","palmede01",14,3,1357,4902,734,1229,231,15,275,849,48,31,502,1332,21,54,4,51,95,1215,1174,30527,910,1924,190,170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,"3b",0,0,0,1,0,0,0,0,708,0.250713994288046,0.472256221950224,0.324015247776366,0.221542227662179,0.24223112244898,0.149734802121583,0.250713994288046,0.144430844553244,0.0471236230110159,0.00305997552019584,0.0560995512035904,0.173194614443084,0.00979192166462668,0.00632394940840473,0.102407180742554,0.27172582619339,0.00428396572827417,0.011015911872705,0.000815993472052224,0.0104039167686659,0.0193798449612403,1,1989
"maxvida01",1,401,301,0,"N",1939,2,18,"USA","IL","Granite City",NA,NA,NA,"","","","Dal","Maxvill","Charles Dallan",157,71,"R","R",1962-06-10,1975-09-28,"maxvd101","maxvida01",14,3,1423,3443,302,748,79,24,6,252,7,11,370,538,49,8,54,23,94,1401,1094,29688,1974,3684,153,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,639,0.217252396166134,0.259366831251815,0.292924037460978,0.0421144350856811,0.114837470355731,0.0877142027301772,0.217252396166134,0.185593958756898,0.0229451060121987,0.00697066511762997,0.00174266627940749,0.0731919837351147,0.00203311065930874,0.00319488817891374,0.107464420563462,0.156259076386872,0.0142317746151612,0.00232355503920999,0.0156839965146674,0.00668022073772873,0.0273017717107174,0,1962
"murraed02",1,496,372,423,"Y",1956,2,24,"USA","CA","Los Angeles",NA,NA,NA,"","","","Eddie","Murray","Eddie Clarence",190,74,"B","R",1977-04-07,1997-09-20,"murre001","murraed02",21,5,3026,11336,1627,3255,560,35,504,1917,110,43,1333,1516,222,18,2,128,316,2422,2410,63605,21265,1871,168,2034,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,"1b",0,1,0,0,0,0,0,0,2156,0.287138320395201,0.476093860268172,0.35942255169723,0.188955539872971,0.222207797983006,0.143525052928723,0.287138320395201,0.190190543401553,0.0494001411432604,0.00308750882145378,0.0444601270289344,0.169107268877911,0.00970359915314044,0.00379322512350035,0.117589978828511,0.133733239237826,0.0195836273817925,0.0015878616796048,0.000176429075511644,0.0112914608327452,0.0278757939308398,2,1977
"ageeto01",1,432,324,0,"N",1942,8,9,"USA","AL","Magnolia",2001,1,22,"USA","NY","New York","Tommie","Agee","Tommie Lee",195,71,"R","R",1962-09-14,1973-09-30,"ageet101","ageeto01",12,5,1129,3912,558,999,170,27,130,433,167,81,342,918,26,34,21,15,99,1073,962,26465,2371,53,61,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"cf",0,0,0,0,0,0,1,0,672,0.255368098159509,0.412321063394683,0.319544503834534,0.156952965235174,0.195252186111761,0.142638036809816,0.255368098159509,0.171779141104294,0.0434560327198364,0.00690184049079755,0.0332310838445808,0.110685071574642,0.0426891615541922,0.0207055214723926,0.0874233128834356,0.234662576687117,0.00664621676891616,0.00869120654396728,0.0053680981595092,0.00383435582822086,0.0253067484662577,0,1962
"hudlere01",0,0,0,0,"N",1960,9,2,"USA","AZ","Tempe",NA,NA,NA,"","","","Rex","Hudler","Rex Allen",180,73,"R","R",1984-09-09,1998-06-23,"hudlr001","hudlere01",13,6,774,1767,261,461,96,10,56,169,107,43,77,325,12,14,20,10,27,624,401,11039,1009,679,48,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,299,0.260894170911149,0.421618562535371,0.295503211991435,0.160724391624222,0.181757112068965,0.147707979626486,0.260894170911149,0.169213355970572,0.0543293718166384,0.00565930956423316,0.0316921335597057,0.0956423316355405,0.0605546123372949,0.0243350311262026,0.0435766836445954,0.183927560837578,0.0067911714770798,0.00792303338992643,0.0113186191284663,0.00565930956423316,0.0152801358234295,0,1984
"crowlte01",1,447,336,0,"N",1947,2,16,"USA","NY","Staten Island",NA,NA,NA,"","","","Terry","Crowley","Terrence Michael",180,72,"L","L",1969-09-04,1983-10-02,"crowt101","crowlte01",15,4,865,1518,174,379,62,1,42,229,3,0,222,181,21,7,6,15,55,228,165,4282,634,46,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rf",0,0,0,0,0,0,0,1,274,0.249670619235837,0.374835309617918,0.345062429057889,0.125164690382082,0.1934148190695,0.114624505928854,0.249670619235837,0.180500658761528,0.0408432147562582,0.000658761528326746,0.0276679841897233,0.150856389986825,0.00197628458498024,0,0.146245059288538,0.119235836627141,0.0138339920948617,0.00461133069828722,0.00395256916996047,0.00988142292490119,0.036231884057971,0,1969
"greento02",0,0,0,0,"N",1971,5,8,"USA","GA","Augusta",NA,NA,NA,"","","","Todd","Greene","Todd Anthony",195,70,"R","R",1996-07-30,2006-10-01,"greet003","greento02",11,7,536,1573,181,397,82,3,71,217,5,4,67,332,8,10,1,6,40,363,309,8080,1666,134,17,27,26,24,203,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,241,0.252383979656707,0.443738080101716,0.286231884057971,0.19135410044501,0.198769296116505,0.115066751430388,0.252383979656707,0.153210425937699,0.0521296884933249,0.00190718372536554,0.0451366815003179,0.137952956134774,0.00317863954227591,0.00254291163382072,0.0425937698664971,0.21106166560712,0.00508582326764145,0.00635727908455181,0.000635727908455181,0.00381436745073109,0.0254291163382072,0,1996
"magadda01",0,0,0,0,"N",1962,9,30,"USA","FL","Tampa",NA,NA,NA,"","","","Dave","Magadan","David Joseph",190,75,"L","R",1986-09-07,2001-09-26,"magad001","magadda01",16,7,1582,4159,516,1197,218,13,42,495,11,11,718,546,46,12,24,50,98,1306,1009,27172,4313,1383,99,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3b",0,0,0,1,0,0,0,0,924,0.287809569608079,0.376773262803559,0.390159951407167,0.0889636931954797,0.192258982219497,0.124068285645588,0.287809569608079,0.222168790574657,0.0524164462611205,0.00312575138254388,0.0100985813897572,0.119018994950709,0.00264486655446021,0.00264486655446021,0.172637653282039,0.131281558066843,0.0110603510459245,0.00288530896850204,0.00577061793700409,0.0120221207020918,0.0235633565761,0,1986
"gastoci01",0,0,0,0,"N",1944,3,17,"USA","TX","San Antonio",NA,NA,NA,"","","","Cito","Gaston","Clarence Edwin",190,75,"R","R",1967-09-14,1978-10-01,"gastc101","gastoci01",11,3,1026,3120,314,799,106,30,91,387,13,7,185,693,14,9,10,15,85,785,737,19592,1554,71,51,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"cf",0,0,0,0,0,0,1,0,572,0.256089743589744,0.396794871794872,0.298287774106338,0.140705128205128,0.16581556561086,0.100641025641026,0.256089743589744,0.183333333333333,0.033974358974359,0.00961538461538462,0.0291666666666667,0.124038461538462,0.00416666666666667,0.00224358974358974,0.0592948717948718,0.222115384615385,0.00448717948717949,0.00288461538461538,0.00320512820512821,0.00480769230769231,0.0272435897435897,0,1967
"wohlfji01",0,0,0,0,"N",1951,2,28,"USA","CA","Visalia",NA,NA,NA,"","","","Jim","Wohlford","James Eugene",175,71,"R","R",1972-09-01,1986-10-05,"wohlj001","wohlfji01",15,4,1220,3049,349,793,125,33,21,305,89,68,241,376,18,8,38,35,62,896,687,19244,1559,68,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,614,0.260085273860282,0.34339127582814,0.312631263126313,0.0833060019678583,0.141928567119155,0.11446375860938,0.260085273860282,0.201377500819941,0.0409970482125287,0.0108232207281076,0.00688750409970482,0.10003279763857,0.0291898983273204,0.0223023942276156,0.0790423089537553,0.123319121023286,0.00590357494260413,0.00262381108560184,0.0124631026566087,0.011479173499508,0.0203345359134142,0,1972
"delluda01",0,0,0,0,"N",1973,10,31,"USA","LA","Baton Rouge",NA,NA,NA,"","","","David","Dellucci","David Michael",180,70,"L","L",1997-06-03,2009-07-22,"delld001","delluda01",13,7,1099,2873,431,736,141,35,101,398,41,25,322,714,20,46,3,22,58,689,567,15055,1133,18,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,459,0.256178210929342,0.435085276714236,0.338338951884769,0.178907065784894,0.225199876657416,0.150017403411069,0.256178210929342,0.159763313609467,0.0490776192133658,0.0121823877479986,0.0351548903585103,0.138531152105813,0.0142707970762269,0.00870170553428472,0.112077967281587,0.248520710059172,0.00696136442742778,0.0160111381830839,0.00104420466411417,0.00765750087017055,0.0201879568395406,0,1997
"meyerda01",0,0,0,0,"N",1952,8,3,"USA","OH","Hamilton",NA,NA,NA,"","","","Dan","Meyer","Daniel Thomas",180,71,"L","R",1974-09-14,1985-05-24,"meyed001","meyerda01",12,3,1118,3734,411,944,153,31,86,459,61,29,219,277,32,10,29,35,101,952,870,23034,4562,608,89,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1b",0,1,0,0,0,0,0,0,674,0.252811997857525,0.379485806106052,0.293396698349175,0.126673808248527,0.156668229954614,0.110069630423139,0.252811997857525,0.180503481521157,0.0409748259239422,0.00830208891269416,0.0230316014997322,0.122924477771826,0.016336368505624,0.00776647027316551,0.0586502410283878,0.0741831815747188,0.00856989823245849,0.00267809319764328,0.00776647027316551,0.00937332619175147,0.0270487412961971,0,1974
"harpebr01",0,0,0,0,"N",1959,10,16,"USA","CA","Los Angeles",NA,NA,NA,"","","","Brian","Harper","Brian David",195,74,"R","R",1979-09-29,1995-04-29,"harpb001","harpebr01",16,7,1001,3151,339,931,186,7,63,428,8,17,133,188,27,44,15,43,107,824,724,18859,3780,288,61,37,55,179,521,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,675,0.295461758172009,0.418914630276103,0.328685849896173,0.123452872104094,0.162957236842105,0.107584893684545,0.295461758172009,0.214217708663916,0.0590288797207236,0.00222151697873691,0.0199936528086322,0.135829895271342,0.0025388765471279,0.00539511266264678,0.0422088225960013,0.0596635988575056,0.00856870834655665,0.0139638210092034,0.0047603935258648,0.0136464614408124,0.0339574738178356,0,1979
"perezto01",9,499,375,385,"Y",1942,5,14,"Cuba","Camaguey","Camaguey",NA,NA,NA,"","","","Tony","Perez","Atanasio",175,74,"R","R",1964-07-26,1986-10-05,"peret001","perezto01",23,4,2777,9778,1272,2732,505,79,379,1652,49,33,925,1867,150,43,9,106,268,2539,2420,63080,15127,2440,240,1484,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"1b",0,1,0,0,0,0,0,0,1769,0.279402740846799,0.463489466148497,0.340950976778474,0.184086725301698,0.213855466267987,0.130087952546533,0.279402740846799,0.180916342810391,0.0516465534874207,0.00807936183268562,0.0387604827163019,0.16895070566578,0.00501124974432399,0.00337492329719779,0.0946001227244835,0.190938842299039,0.0153405604418081,0.00439762732665167,0.000920433626508488,0.0108406627122111,0.0274084679893639,2,1964
"bonneba01",0,0,0,0,"N",1953,10,27,"USA","OH","Mariemont",NA,NA,NA,"","","","Barry","Bonnell","Robert Barry",190,75,"R","R",1977-05-04,1986-07-12,"bonnb001","bonneba01",10,3,976,3068,363,833,143,24,56,355,64,39,229,387,26,13,27,16,83,948,751,20784,1755,179,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,610,0.271512385919166,0.388526727509778,0.323211064341551,0.117014341590613,0.16418696969697,0.118318122555411,0.271512385919166,0.198826597131682,0.0466101694915254,0.00782268578878748,0.0182529335071708,0.115710560625815,0.0208604954367666,0.0127118644067797,0.0746414602346806,0.126140808344198,0.00847457627118644,0.00423728813559322,0.00880052151238592,0.00521512385919166,0.0270534550195567,0,1977
"weisal01",0,0,0,0,"N",1938,4,2,"USA","NY","Franklin Square",NA,NA,NA,"","","","Al","Weis","Albert John",160,72,"B","R",1962-09-15,1971-06-23,"weisa101","weisal01",10,2,800,1578,195,346,45,11,7,115,55,22,117,299,11,14,45,9,24,705,433,12745,985,1407,86,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,283,0.219264892268695,0.275031685678074,0.277648428405122,0.055766793409379,0.116026010544815,0.123574144486692,0.219264892268695,0.179340937896071,0.0285171102661597,0.00697084917617237,0.00443599493029151,0.0728770595690748,0.0348542458808618,0.0139416983523447,0.0741444866920152,0.189480354879594,0.00697084917617237,0.00887198986058302,0.0285171102661597,0.00570342205323194,0.0152091254752852,0,1962
"thompro01",1,472,354,0,"N",1962,5,10,"USA","FL","West Palm Beach",NA,NA,NA,"","","","Robby","Thompson","Robert Randall",165,71,"R","R",1986-04-08,1996-09-22,"thomr003","thompro01",11,1,1304,4612,671,1187,238,39,119,458,103,62,439,987,8,66,99,19,72,1280,1240,32163,2611,3705,110,873,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,791,0.257372072853426,0.403295750216826,0.329439252336449,0.1459236773634,0.20101868174727,0.145490026019081,0.257372072853426,0.171509106678231,0.0516045099739809,0.00845620121422376,0.0258022549869905,0.0993061578490893,0.0223330442324371,0.0134431916738942,0.0951864700780572,0.214006938421509,0.00173460537727667,0.0143104943625325,0.0214657415437988,0.00411968777103209,0.01561144839549,1,1986
"satrito01",0,0,0,0,"N",1940,8,28,"USA","PA","Pittsburgh",NA,NA,NA,"","","","Tom","Satriano","Thomas Victor Nicholas",185,73,"L","R",1961-07-23,1970-09-19,"satrt101","satrito01",10,3,674,1623,130,365,53,5,21,157,7,8,214,225,27,6,14,8,49,633,435,12142,2161,472,54,93,33,101,137,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,286,0.224892174984596,0.302526186075169,0.316045380875203,0.077634011090573,0.152589254385965,0.0800985828712261,0.224892174984596,0.176216882316697,0.0326555760936537,0.00308071472581639,0.0129390018484288,0.0967344423906346,0.00431300061614294,0.00492914356130622,0.131854590264941,0.138632162661738,0.0166358595194085,0.00369685767097967,0.00862600123228589,0.00492914356130622,0.0301910043130006,0,1961
"sanchfr01",1,442,332,0,"N",1977,12,21,"USA","CA","Hollywood",NA,NA,NA,"","","","Freddy","Sanchez","Frederick Philip",200,72,"R","R",2002-09-10,2011-06-10,"sancf001","sanchfr01",10,3,904,3402,434,1012,215,17,48,371,13,9,180,420,18,32,35,37,67,873,804,21398,1466,2099,45,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"2b",0,0,1,0,0,0,0,0,732,0.297472075249853,0.412992357436802,0.335250616269515,0.115520282186949,0.165557555739059,0.127572016460905,0.297472075249853,0.215167548500882,0.0631981187536743,0.00499706055261611,0.0141093474426808,0.109053497942387,0.00382128159905938,0.00264550264550265,0.0529100529100529,0.123456790123457,0.00529100529100529,0.00940623162845385,0.0102880658436214,0.0108759553203998,0.0196942974720752,0,2002
"castial01",0,0,0,0,"N",1970,2,10,"D.R.","San Juan","San Juan de la Maguana",NA,NA,NA,"","","","Alberto","Castillo","Alberto Terrero",184,72,"R","R",1995-05-28,2007-06-21,"casta001","castial01",12,8,418,1026,98,226,39,2,12,101,3,6,103,219,1,7,26,11,21,409,320,8596,2292,165,23,19,21,42,162,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,173,0.220272904483431,0.297270955165692,0.292938099389712,0.0769980506822612,0.147303141361257,0.0955165692007797,0.220272904483431,0.168615984405458,0.0380116959064327,0.00194931773879142,0.0116959064327485,0.0984405458089669,0.00292397660818713,0.00584795321637427,0.100389863547758,0.213450292397661,0.000974658869395711,0.00682261208576998,0.0253411306042885,0.0107212475633528,0.0204678362573099,0,1995
